	Zn	bo
OG0000063	Znev_18310	Bo_m.286058, Bo_m.286076, Bo_m.286094, Bo_m.286115, Bo_m.286134, Bo_m.286152, Bo_m.286170, Bo_m.286189, Bo_m.286208, Bo_m.286226, Bo_m.286245, Bo_m.286263
OG0000064	Znev_07431	Bo_m.167542, Bo_m.212254, Bo_m.212255, Bo_m.240950, Bo_m.240951, Bo_m.240955, Bo_m.240957, Bo_m.240961, Bo_m.306178, Bo_m.330176, Bo_m.58202, Bo_m.58204
OG0000065	Znev_03369	Bo_m.30229, Bo_m.30231, Bo_m.30234, Bo_m.30236, Bo_m.30239, Bo_m.30241, Bo_m.30243, Bo_m.30246, Bo_m.30249, Bo_m.30251, Bo_m.30254, Bo_m.30256
OG0000066	Znev_03298	Bo_m.165776, Bo_m.187014, Bo_m.243861, Bo_m.243863, Bo_m.243865, Bo_m.243867, Bo_m.243869, Bo_m.243871, Bo_m.243872, Bo_m.243874, Bo_m.293388, Bo_m.334119
OG0000067	Znev_01348, Znev_12200	Bo_m.324038, Bo_m.324042, Bo_m.324045, Bo_m.324049, Bo_m.324054, Bo_m.324058, Bo_m.324061, Bo_m.324065, Bo_m.324066, Bo_m.324069, Bo_m.331797
OG0000068	Znev_07750, Znev_07751, Znev_08043, Znev_08044, Znev_08048, Znev_11874, Znev_18067	Bo_m.108251, Bo_m.108255, Bo_m.217095, Bo_m.235253, Bo_m.254419, Bo_m.266243
OG0000069	Znev_03490	Bo_m.218760, Bo_m.218761, Bo_m.218763, Bo_m.218764, Bo_m.218765, Bo_m.218766, Bo_m.218767, Bo_m.218768, Bo_m.218769, Bo_m.218770, Bo_m.218771, Bo_m.218772
OG0000070	Znev_03761, Znev_03762, Znev_03764, Znev_03769, Znev_03770, Znev_09472	Bo_m.128904, Bo_m.128906, Bo_m.133944, Bo_m.133956, Bo_m.171153, Bo_m.314460, Bo_m.51479
OG0000071	Znev_05386	Bo_m.216600, Bo_m.216605, Bo_m.216609, Bo_m.216613, Bo_m.216616, Bo_m.216621, Bo_m.216627, Bo_m.216633, Bo_m.216642, Bo_m.216647, Bo_m.216649, Bo_m.216655
OG0000072	Znev_12730	Bo_m.107734, Bo_m.107740, Bo_m.107746, Bo_m.107752, Bo_m.107759, Bo_m.107766, Bo_m.107772, Bo_m.107778, Bo_m.107784, Bo_m.107790, Bo_m.107797, Bo_m.107803
OG0000073	Znev_15012, Znev_15149	Bo_m.16266, Bo_m.214252, Bo_m.214256, Bo_m.214257, Bo_m.368378, Bo_m.42343, Bo_m.42348, Bo_m.42353, Bo_m.42355, Bo_m.42360, Bo_m.91926
OG0000074	Znev_04121	Bo_m.83322, Bo_m.83331, Bo_m.83336, Bo_m.83357, Bo_m.83365, Bo_m.83378, Bo_m.83383, Bo_m.83396, Bo_m.83401, Bo_m.83406, Bo_m.83412, Bo_m.83417
OG0000075	Znev_17559	Bo_m.272919, Bo_m.272922, Bo_m.272932, Bo_m.272935, Bo_m.272939, Bo_m.272942, Bo_m.272945, Bo_m.272948, Bo_m.272953, Bo_m.272957, Bo_m.272966, Bo_m.272970
OG0000076		Bo_m.105349, Bo_m.109057, Bo_m.109058, Bo_m.109060, Bo_m.109061, Bo_m.200557, Bo_m.200560, Bo_m.34947, Bo_m.34958, Bo_m.353261, Bo_m.4233, Bo_m.6378, Bo_m.81522
OG0000077		Bo_m.210675, Bo_m.210692, Bo_m.217331, Bo_m.279468, Bo_m.295304, Bo_m.295307, Bo_m.295309, Bo_m.305882, Bo_m.351586, Bo_m.352479, Bo_m.48266, Bo_m.57226, Bo_m.84114
OG0000078		Bo_m.133553, Bo_m.133556, Bo_m.133560, Bo_m.133566, Bo_m.133576, Bo_m.133582, Bo_m.133593, Bo_m.133598, Bo_m.133604, Bo_m.133608, Bo_m.133611, Bo_m.133615, Bo_m.133622
OG0000079	Znev_00018, Znev_05031, Znev_05057, Znev_05058, Znev_09186	Bo_m.177559, Bo_m.227777, Bo_m.365621, Bo_m.50386, Bo_m.60215, Bo_m.60222, Bo_m.60225
OG0000080	Znev_09818, Znev_13827, Znev_15639, Znev_15640, Znev_17077, Znev_18781, Znev_18782, Znev_18792	Bo_m.183342, Bo_m.309841, Bo_m.363160, Bo_m.9578
OG0000081	Znev_00562, Znev_00564, Znev_03950, Znev_05362, Znev_10261, Znev_10262, Znev_10264, Znev_16603	Bo_m.20121, Bo_m.322324, Bo_m.327955, Bo_m.41316
OG0000082	Znev_00469, Znev_01140, Znev_03899, Znev_05882, Znev_12037, Znev_14296, Znev_15344, Znev_16056	Bo_m.160828, Bo_m.160831, Bo_m.160833, Bo_m.160838
OG0000083	Znev_03938, Znev_08082, Znev_08781, Znev_09978, Znev_12777, Znev_14406, Znev_14445, Znev_14887, Znev_16047, Znev_16141	Bo_m.192790, Bo_m.269432
OG0000084	Znev_05339, Znev_05340, Znev_06541, Znev_15638, Znev_16125, Znev_16771	Bo_m.191602, Bo_m.191605, Bo_m.301342, Bo_m.301344, Bo_m.90806, Bo_m.90810
OG0000085	Znev_03383	Bo_m.221413, Bo_m.221415, Bo_m.221418, Bo_m.234808, Bo_m.234809, Bo_m.234810, Bo_m.234811, Bo_m.85092, Bo_m.85097, Bo_m.85102, Bo_m.85104
OG0000086	Znev_13410, Znev_13411, Znev_15292	Bo_m.198524, Bo_m.198537, Bo_m.198550, Bo_m.198553, Bo_m.198563, Bo_m.198569, Bo_m.198572, Bo_m.198582, Bo_m.198585
OG0000087	Znev_09115	Bo_m.117266, Bo_m.141248, Bo_m.141256, Bo_m.141260, Bo_m.141263, Bo_m.141266, Bo_m.141271, Bo_m.141276, Bo_m.141277, Bo_m.141279, Bo_m.8007
OG0000088	Znev_11313, Znev_12088, Znev_13341	Bo_m.127113, Bo_m.127121, Bo_m.127129, Bo_m.127137, Bo_m.127145, Bo_m.127161, Bo_m.127169, Bo_m.38159, Bo_m.54238
OG0000089	Znev_07642	Bo_m.248369, Bo_m.248378, Bo_m.248380, Bo_m.248389, Bo_m.248392, Bo_m.248396, Bo_m.248399, Bo_m.248402, Bo_m.248406, Bo_m.248409, Bo_m.248412
OG0000090	Znev_08502, Znev_10715, Znev_10720, Znev_13128, Znev_13129, Znev_18125	Bo_m.174737, Bo_m.174744, Bo_m.190281, Bo_m.291357, Bo_m.83821
OG0000091	Znev_00630, Znev_00964, Znev_06417, Znev_06725, Znev_11209, Znev_15932, Znev_17254, Znev_17255, Znev_18074	Bo_m.314774, Bo_m.37272
OG0000092	Znev_17182	Bo_m.112951, Bo_m.112965, Bo_m.112980, Bo_m.112993, Bo_m.113007, Bo_m.113020, Bo_m.113036, Bo_m.113049, Bo_m.113065, Bo_m.113080
OG0000093	Znev_14708	Bo_m.150671, Bo_m.150673, Bo_m.150675, Bo_m.150677, Bo_m.150678, Bo_m.150679, Bo_m.150680, Bo_m.150682, Bo_m.150685, Bo_m.150686
OG0000094	Znev_05369, Znev_08419, Znev_09283, Znev_09284, Znev_11996, Znev_16412, Znev_17096	Bo_m.12538, Bo_m.21095, Bo_m.292560, Bo_m.356890
OG0000095	Znev_07863, Znev_12364, Znev_12424, Znev_12639	Bo_m.117217, Bo_m.117221, Bo_m.225610, Bo_m.225615, Bo_m.235668, Bo_m.235678, Bo_m.276631
OG0000096	Znev_04874	Bo_m.213415, Bo_m.213426, Bo_m.213438, Bo_m.213448, Bo_m.213459, Bo_m.213471, Bo_m.213481, Bo_m.213491, Bo_m.213503, Bo_m.213515
OG0000097	Znev_04735, Znev_04739	Bo_m.84443, Bo_m.84450, Bo_m.84455, Bo_m.84466, Bo_m.84476, Bo_m.84481, Bo_m.84488, Bo_m.84509, Bo_m.84514
OG0000098	Znev_01606	Bo_m.271341, Bo_m.271346, Bo_m.271353, Bo_m.271356, Bo_m.271359, Bo_m.271363, Bo_m.271365, Bo_m.271369, Bo_m.271376, Bo_m.271391
OG0000099	Znev_03454	Bo_m.141249, Bo_m.141252, Bo_m.141257, Bo_m.141259, Bo_m.141264, Bo_m.141272, Bo_m.141273, Bo_m.141280, Bo_m.160183, Bo_m.326491
OG0000100	Znev_12018, Znev_12495	Bo_m.172281, Bo_m.172284, Bo_m.20950, Bo_m.359859, Bo_m.83021, Bo_m.83023, Bo_m.83025, Bo_m.86533, Bo_m.86536
OG0000101	Znev_00429	Bo_m.250791, Bo_m.250799, Bo_m.250803, Bo_m.250808, Bo_m.250816, Bo_m.250827, Bo_m.250831, Bo_m.250836, Bo_m.250840, Bo_m.250844
OG0000102	Znev_12775	Bo_m.54438, Bo_m.54442, Bo_m.54446, Bo_m.54451, Bo_m.54452, Bo_m.54454, Bo_m.54457, Bo_m.54460, Bo_m.54464, Bo_m.54467
OG0000103	Znev_15473	Bo_m.101050, Bo_m.157091, Bo_m.171437, Bo_m.171847, Bo_m.171854, Bo_m.344664, Bo_m.371474, Bo_m.57738, Bo_m.57743, Bo_m.57748
OG0000104	Znev_07149	Bo_m.231711, Bo_m.231717, Bo_m.231724, Bo_m.231730, Bo_m.231737, Bo_m.231740, Bo_m.231746, Bo_m.231748, Bo_m.231755, Bo_m.231761
OG0000105	Znev_10411	Bo_m.245608, Bo_m.245614, Bo_m.245619, Bo_m.245625, Bo_m.245631, Bo_m.245636, Bo_m.245642, Bo_m.245653, Bo_m.245659, Bo_m.245670
OG0000106	Znev_05474	Bo_m.99024, Bo_m.99030, Bo_m.99035, Bo_m.99041, Bo_m.99046, Bo_m.99053, Bo_m.99056, Bo_m.99060, Bo_m.99065, Bo_m.99070
OG0000107	Znev_12362	Bo_m.290344, Bo_m.290353, Bo_m.290362, Bo_m.290371, Bo_m.290380, Bo_m.290389, Bo_m.290398, Bo_m.290407, Bo_m.290416, Bo_m.290425
OG0000108	Znev_14596, Znev_14599, Znev_14600, Znev_15670, Znev_16213	Bo_m.181215, Bo_m.358019, Bo_m.358020, Bo_m.358026, Bo_m.367778, Bo_m.367779
OG0000109		Bo_m.134805, Bo_m.134819, Bo_m.134825, Bo_m.134829, Bo_m.134834, Bo_m.134838, Bo_m.52807, Bo_m.64235, Bo_m.64242, Bo_m.64246, Bo_m.64250
OG0000110	Znev_02323, Znev_04630, Znev_05064, Znev_05957, Znev_12077, Znev_12080	Bo_m.27584, Bo_m.348969, Bo_m.7969, Bo_m.91565
OG0000111	Znev_06069	Bo_m.96596, Bo_m.96601, Bo_m.96606, Bo_m.96613, Bo_m.96618, Bo_m.96623, Bo_m.96628, Bo_m.96633, Bo_m.96638
OG0000112	Znev_01902	Bo_m.159870, Bo_m.159879, Bo_m.159888, Bo_m.159896, Bo_m.159903, Bo_m.159911, Bo_m.159919, Bo_m.159928, Bo_m.159936
OG0000113	Znev_02533, Znev_12929, Znev_16180, Znev_16621, Znev_17503	Bo_m.79456, Bo_m.79457, Bo_m.79465, Bo_m.79468, Bo_m.79474
OG0000114	Znev_12854	Bo_m.115250, Bo_m.281048, Bo_m.281050, Bo_m.319170, Bo_m.319173, Bo_m.354191, Bo_m.366282, Bo_m.52209, Bo_m.52211
OG0000115	Znev_00593	Bo_m.173547, Bo_m.214379, Bo_m.214384, Bo_m.214385, Bo_m.214386, Bo_m.214387, Bo_m.376885, Bo_m.376886, Bo_m.376888
OG0000116	Znev_00723, Znev_04434, Znev_08525	Bo_m.150077, Bo_m.150090, Bo_m.150102, Bo_m.150115, Bo_m.150129, Bo_m.150141, Bo_m.213169
OG0000117	Znev_06314	Bo_m.165216, Bo_m.165220, Bo_m.165223, Bo_m.165227, Bo_m.165231, Bo_m.165234, Bo_m.165237, Bo_m.165240, Bo_m.165244
OG0000118	Znev_03497	Bo_m.64317, Bo_m.64330, Bo_m.64344, Bo_m.64360, Bo_m.64380, Bo_m.64395, Bo_m.64409, Bo_m.64427, Bo_m.64445
OG0000119	Znev_14842	Bo_m.35481, Bo_m.35487, Bo_m.35491, Bo_m.35495, Bo_m.35499, Bo_m.35504, Bo_m.35511, Bo_m.35516, Bo_m.35520
OG0000120	Znev_02680	Bo_m.112305, Bo_m.112315, Bo_m.112326, Bo_m.112334, Bo_m.112342, Bo_m.112349, Bo_m.112360, Bo_m.112367, Bo_m.112378
OG0000121	Znev_03626, Znev_05548, Znev_10829	Bo_m.208653, Bo_m.237051, Bo_m.237057, Bo_m.237061, Bo_m.237064, Bo_m.237067, Bo_m.256305
OG0000122	Znev_08105, Znev_09795, Znev_13678, Znev_14731, Znev_15084, Znev_16016	Bo_m.82213, Bo_m.82217, Bo_m.82220, Bo_m.82224
OG0000123	Znev_07392	Bo_m.178886, Bo_m.178890, Bo_m.178895, Bo_m.178900, Bo_m.178904, Bo_m.178909, Bo_m.178914, Bo_m.178919, Bo_m.178923
OG0000124	Znev_01227	Bo_m.79587, Bo_m.79589, Bo_m.79592, Bo_m.79595, Bo_m.79596, Bo_m.79599, Bo_m.79603, Bo_m.79606, Bo_m.79610
OG0000125	Znev_06125, Znev_10062, Znev_13241, Znev_15235, Znev_16028, Znev_16589	Bo_m.141687, Bo_m.141697, Bo_m.281787, Bo_m.281821
OG0000126	Znev_12025, Znev_15477	Bo_m.118206, Bo_m.143209, Bo_m.143225, Bo_m.143236, Bo_m.143247, Bo_m.221550, Bo_m.221552, Bo_m.351394
OG0000127	Znev_00659	Bo_m.172463, Bo_m.173109, Bo_m.173119, Bo_m.234626, Bo_m.259490, Bo_m.311117, Bo_m.311118, Bo_m.311119, Bo_m.6787
OG0000128	Znev_02332, Znev_11072	Bo_m.216854, Bo_m.216861, Bo_m.216864, Bo_m.216866, Bo_m.216868, Bo_m.216870, Bo_m.216874, Bo_m.348251
OG0000129	Znev_11445	Bo_m.171857, Bo_m.171868, Bo_m.171879, Bo_m.172283, Bo_m.380419, Bo_m.83003, Bo_m.83004, Bo_m.83005, Bo_m.83006
OG0000130	Znev_11461	Bo_m.271339, Bo_m.271344, Bo_m.271350, Bo_m.271367, Bo_m.271374, Bo_m.271385, Bo_m.338454, Bo_m.364321, Bo_m.8157
OG0000131	Znev_11434	Bo_m.102869, Bo_m.105450, Bo_m.159996, Bo_m.159999, Bo_m.160006, Bo_m.182894, Bo_m.301976, Bo_m.301979, Bo_m.340682
OG0000132	Znev_09602, Znev_12015, Znev_13201, Znev_14316	Bo_m.100813, Bo_m.100828, Bo_m.10408, Bo_m.129949, Bo_m.129950, Bo_m.213192
OG0000133	Znev_06759, Znev_17528	Bo_m.150183, Bo_m.150220, Bo_m.150248, Bo_m.150285, Bo_m.150313, Bo_m.150350, Bo_m.150378, Bo_m.150416
OG0000134	Znev_05012	Bo_m.56549, Bo_m.56558, Bo_m.56562, Bo_m.56566, Bo_m.56567, Bo_m.56571, Bo_m.56575, Bo_m.56578, Bo_m.56583
OG0000135	Znev_12268	Bo_m.118208, Bo_m.194314, Bo_m.194325, Bo_m.253797, Bo_m.328195, Bo_m.339149, Bo_m.351389, Bo_m.375715, Bo_m.66246
OG0000136	Znev_03431	Bo_m.122241, Bo_m.157519, Bo_m.157525, Bo_m.157539, Bo_m.157545, Bo_m.176128, Bo_m.176135, Bo_m.176142, Bo_m.214786
OG0000137	Znev_04818, Znev_16413	Bo_m.178310, Bo_m.178312, Bo_m.178317, Bo_m.178320, Bo_m.178323, Bo_m.178325, Bo_m.178328, Bo_m.178330
OG0000138	Znev_12538	Bo_m.124011, Bo_m.124012, Bo_m.124016, Bo_m.124017, Bo_m.124024, Bo_m.124026, Bo_m.124030, Bo_m.124035, Bo_m.124037
OG0000139	Znev_13077	Bo_m.89716, Bo_m.89718, Bo_m.89722, Bo_m.89727, Bo_m.89732, Bo_m.89739, Bo_m.89745, Bo_m.89754, Bo_m.89758
OG0000140	Znev_15876, Znev_18636	Bo_m.143217, Bo_m.143233, Bo_m.143244, Bo_m.143255, Bo_m.190902, Bo_m.222331, Bo_m.62120, Bo_m.81151
OG0000141	Znev_10155	Bo_m.94385, Bo_m.94389, Bo_m.94393, Bo_m.94396, Bo_m.94400, Bo_m.94405, Bo_m.94408, Bo_m.94411, Bo_m.94415
OG0000142		Bo_m.157821, Bo_m.251077, Bo_m.251078, Bo_m.251079, Bo_m.251081, Bo_m.251082, Bo_m.375411, Bo_m.45176, Bo_m.45178, Bo_m.45180
OG0000143		Bo_m.288467, Bo_m.288470, Bo_m.288472, Bo_m.288474, Bo_m.288479, Bo_m.288481, Bo_m.288491, Bo_m.288493, Bo_m.288495, Bo_m.288497
OG0000144	Znev_09936	Bo_m.291738, Bo_m.291740, Bo_m.291742, Bo_m.291744, Bo_m.291746, Bo_m.291748, Bo_m.291752, Bo_m.291756
OG0000145	Znev_01160, Znev_07009, Znev_08396, Znev_11687, Znev_14658	Bo_m.24952, Bo_m.313940, Bo_m.381521, Bo_m.86546
OG0000146	Znev_02525	Bo_m.221149, Bo_m.221151, Bo_m.221153, Bo_m.221156, Bo_m.221163, Bo_m.49390, Bo_m.49391, Bo_m.49392
OG0000147	Znev_07509	Bo_m.271608, Bo_m.271621, Bo_m.271634, Bo_m.271671, Bo_m.271720, Bo_m.271733, Bo_m.271758, Bo_m.271771
OG0000148	Znev_04252	Bo_m.188821, Bo_m.188826, Bo_m.188836, Bo_m.188857, Bo_m.188864, Bo_m.188871, Bo_m.188874, Bo_m.188884
OG0000149	Znev_00603, Znev_04136, Znev_05426, Znev_06915, Znev_14045, Znev_16246	Bo_m.194657, Bo_m.331925, Bo_m.331929
OG0000150	Znev_16608, Znev_18335, Znev_18644	Bo_m.17447, Bo_m.240150, Bo_m.240151, Bo_m.317556, Bo_m.32491, Bo_m.345671
OG0000151	Znev_00109, Znev_01310, Znev_04742, Znev_05966, Znev_15815	Bo_m.115125, Bo_m.21224, Bo_m.307700, Bo_m.307704
OG0000152	Znev_00182	Bo_m.271018, Bo_m.271038, Bo_m.271045, Bo_m.271074, Bo_m.271094, Bo_m.325900, Bo_m.325903, Bo_m.325905
OG0000153	Znev_10276	Bo_m.282868, Bo_m.282874, Bo_m.282880, Bo_m.282885, Bo_m.282891, Bo_m.282897, Bo_m.282904, Bo_m.282909
OG0000154	Znev_03516	Bo_m.159618, Bo_m.159626, Bo_m.159633, Bo_m.159641, Bo_m.159650, Bo_m.159657, Bo_m.159664, Bo_m.159671
OG0000155	Znev_02419	Bo_m.197269, Bo_m.197276, Bo_m.197283, Bo_m.197287, Bo_m.197294, Bo_m.197298, Bo_m.197306, Bo_m.197314
OG0000156	Znev_10707	Bo_m.141828, Bo_m.141848, Bo_m.141861, Bo_m.141880, Bo_m.141894, Bo_m.141908, Bo_m.141928, Bo_m.141941
OG0000157	Znev_03203	Bo_m.254787, Bo_m.254798, Bo_m.254805, Bo_m.254812, Bo_m.254819, Bo_m.254836, Bo_m.254843, Bo_m.254853
OG0000158	Znev_01465, Znev_01466, Znev_04285, Znev_04377	Bo_m.204763, Bo_m.204770, Bo_m.255242, Bo_m.45783, Bo_m.83428
OG0000159	Znev_11901, Znev_16057	Bo_m.150795, Bo_m.150800, Bo_m.150802, Bo_m.150804, Bo_m.150830, Bo_m.252271, Bo_m.381947
OG0000160	Znev_01851, Znev_09680, Znev_16416, Znev_17621, Znev_18738	Bo_m.200244, Bo_m.309631, Bo_m.323195, Bo_m.86729
OG0000161	Znev_10902	Bo_m.66702, Bo_m.66706, Bo_m.66710, Bo_m.66718, Bo_m.66723, Bo_m.66728, Bo_m.66736, Bo_m.66740
OG0000162	Znev_18860, Znev_18949, Znev_19051, Znev_19052	Bo_m.12236, Bo_m.136835, Bo_m.136850, Bo_m.222962, Bo_m.222968
OG0000163	Znev_02844	Bo_m.204309, Bo_m.204310, Bo_m.204317, Bo_m.204323, Bo_m.204329, Bo_m.204334, Bo_m.204335, Bo_m.287005
OG0000164	Znev_01298	Bo_m.60605, Bo_m.60632, Bo_m.60665, Bo_m.60687, Bo_m.60708, Bo_m.60739, Bo_m.60760, Bo_m.60781
OG0000165	Znev_08766	Bo_m.122813, Bo_m.122829, Bo_m.122839, Bo_m.122847, Bo_m.122856, Bo_m.122864, Bo_m.122872, Bo_m.122886
OG0000166	Znev_04310	Bo_m.233606, Bo_m.233608, Bo_m.233611, Bo_m.233616, Bo_m.233619, Bo_m.233621, Bo_m.233624, Bo_m.241579
OG0000167	Znev_17655	Bo_m.43098, Bo_m.43123, Bo_m.43148, Bo_m.43173, Bo_m.43183, Bo_m.43195, Bo_m.43220, Bo_m.43244
OG0000168	Znev_07745	Bo_m.179434, Bo_m.179443, Bo_m.179467, Bo_m.179485, Bo_m.179496, Bo_m.179514, Bo_m.179534, Bo_m.179546
OG0000169	Znev_06853	Bo_m.133749, Bo_m.133753, Bo_m.133756, Bo_m.133759, Bo_m.133764, Bo_m.133770, Bo_m.133773, Bo_m.133778
OG0000170	Znev_00403	Bo_m.257852, Bo_m.257855, Bo_m.257858, Bo_m.257860, Bo_m.257862, Bo_m.257865, Bo_m.257868, Bo_m.257871
OG0000171	Znev_18954, Znev_18955, Znev_18956, Znev_18957, Znev_18958, Znev_18960, Znev_19067	Bo_m.355759, Bo_m.355762
OG0000172	Znev_00507	Bo_m.282159, Bo_m.282177, Bo_m.282189, Bo_m.282199, Bo_m.282215, Bo_m.282227, Bo_m.282246, Bo_m.282256
OG0000173	Znev_04799	Bo_m.108827, Bo_m.108830, Bo_m.108833, Bo_m.108836, Bo_m.108839, Bo_m.108842, Bo_m.108846, Bo_m.108850
OG0000174	Znev_04039	Bo_m.170237, Bo_m.170246, Bo_m.170251, Bo_m.170259, Bo_m.170264, Bo_m.170269, Bo_m.170277, Bo_m.170282
OG0000175	Znev_11705	Bo_m.244141, Bo_m.244145, Bo_m.244148, Bo_m.244154, Bo_m.244157, Bo_m.244163, Bo_m.244167, Bo_m.244168
OG0000176	Znev_04370	Bo_m.109484, Bo_m.188002, Bo_m.188003, Bo_m.231826, Bo_m.243161, Bo_m.243172, Bo_m.371048, Bo_m.67675
OG0000177	Znev_03396	Bo_m.56040, Bo_m.56045, Bo_m.56051, Bo_m.56057, Bo_m.56064, Bo_m.56070, Bo_m.56076, Bo_m.56082
OG0000178	Znev_03415, Znev_03417, Znev_03418, Znev_18395	Bo_m.163465, Bo_m.163476, Bo_m.163483, Bo_m.163504, Bo_m.285536
OG0000179	Znev_04817	Bo_m.178311, Bo_m.178314, Bo_m.178319, Bo_m.178322, Bo_m.178324, Bo_m.178327, Bo_m.178329, Bo_m.178331
OG0000180	Znev_18410	Bo_m.138181, Bo_m.138186, Bo_m.138191, Bo_m.138197, Bo_m.138202, Bo_m.138208, Bo_m.138214, Bo_m.138221
OG0000181	Znev_04668	Bo_m.179723, Bo_m.179724, Bo_m.179726, Bo_m.179729, Bo_m.292011, Bo_m.292013, Bo_m.292016, Bo_m.292018
OG0000182	Znev_01968	Bo_m.173389, Bo_m.173399, Bo_m.173410, Bo_m.173424, Bo_m.173437, Bo_m.173447, Bo_m.173459, Bo_m.173469
OG0000183	Znev_01969	Bo_m.173388, Bo_m.173398, Bo_m.173409, Bo_m.173423, Bo_m.173436, Bo_m.173446, Bo_m.173458, Bo_m.173468
OG0000184	Znev_11738	Bo_m.111746, Bo_m.111754, Bo_m.111762, Bo_m.111770, Bo_m.111778, Bo_m.111786, Bo_m.111794, Bo_m.111802
OG0000185	Znev_03851, Znev_16920, Znev_18234	Bo_m.117747, Bo_m.117761, Bo_m.117762, Bo_m.117766, Bo_m.190076, Bo_m.190090
OG0000186	Znev_09032, Znev_09035, Znev_09037	Bo_m.108957, Bo_m.233796, Bo_m.233802, Bo_m.233809, Bo_m.233815, Bo_m.293071
OG0000187	Znev_14508	Bo_m.71796, Bo_m.71799, Bo_m.71809, Bo_m.71818, Bo_m.71829, Bo_m.71833, Bo_m.71837, Bo_m.71843
OG0000188	Znev_10637	Bo_m.288215, Bo_m.288221, Bo_m.288227, Bo_m.288235, Bo_m.288241, Bo_m.288246, Bo_m.288248, Bo_m.288263
OG0000189	Znev_11164	Bo_m.53611, Bo_m.53659, Bo_m.53803, Bo_m.53832, Bo_m.53857, Bo_m.53884, Bo_m.53929, Bo_m.53949
OG0000190		Bo_m.240433, Bo_m.240436, Bo_m.240443, Bo_m.240449, Bo_m.240456, Bo_m.240463, Bo_m.240466, Bo_m.240473, Bo_m.240479
OG0000191	Znev_02218, Znev_02223, Znev_02224, Znev_02228	Bo_m.215357, Bo_m.215373, Bo_m.332585, Bo_m.38784
OG0000192	Znev_07451	Bo_m.135991, Bo_m.135992, Bo_m.351652, Bo_m.351653, Bo_m.351654, Bo_m.366945, Bo_m.366946
OG0000193	Znev_05077, Znev_05078	Bo_m.242093, Bo_m.242097, Bo_m.242102, Bo_m.242107, Bo_m.242112, Bo_m.27886
OG0000194	Znev_10396	Bo_m.147549, Bo_m.147551, Bo_m.147553, Bo_m.147554, Bo_m.147557, Bo_m.69329, Bo_m.86164
OG0000195	Znev_00296	Bo_m.216432, Bo_m.216438, Bo_m.216443, Bo_m.216445, Bo_m.216447, Bo_m.216453, Bo_m.216459
OG0000196	Znev_00322, Znev_10369, Znev_13674	Bo_m.121278, Bo_m.121280, Bo_m.121285, Bo_m.121289, Bo_m.121290
OG0000197	Znev_08973	Bo_m.238380, Bo_m.238385, Bo_m.238390, Bo_m.238395, Bo_m.238401, Bo_m.238403, Bo_m.238409
OG0000198	Znev_10479, Znev_11211, Znev_18385, Znev_18386	Bo_m.157422, Bo_m.157426, Bo_m.157429, Bo_m.157431
OG0000199	Znev_00012, Znev_14286, Znev_14287	Bo_m.27748, Bo_m.27751, Bo_m.27767, Bo_m.27770, Bo_m.288132
OG0000200	Znev_05146, Znev_06936, Znev_07910, Znev_12683	Bo_m.224757, Bo_m.228412, Bo_m.228418, Bo_m.23521
OG0000201	Znev_05165	Bo_m.41854, Bo_m.41867, Bo_m.41882, Bo_m.41894, Bo_m.41904, Bo_m.41919, Bo_m.41935
OG0000202	Znev_16933, Znev_16934, Znev_18360	Bo_m.135895, Bo_m.135898, Bo_m.288174, Bo_m.74168, Bo_m.74172
OG0000203	Znev_02382	Bo_m.184082, Bo_m.184087, Bo_m.184092, Bo_m.184097, Bo_m.184098, Bo_m.184103, Bo_m.184108
OG0000204	Znev_18835, Znev_18861, Znev_18862, Znev_18867, Znev_19017	Bo_m.293548, Bo_m.368239, Bo_m.368242
OG0000205	Znev_04406, Znev_08648, Znev_08649, Znev_08650, Znev_17283	Bo_m.27131, Bo_m.27135, Bo_m.282762
OG0000206	Znev_17794, Znev_18011, Znev_18426, Znev_18668	Bo_m.274397, Bo_m.332684, Bo_m.381998, Bo_m.78197
OG0000207	Znev_02676	Bo_m.237695, Bo_m.237700, Bo_m.237703, Bo_m.237708, Bo_m.237711, Bo_m.237716, Bo_m.237724
OG0000208	Znev_12762	Bo_m.157822, Bo_m.157836, Bo_m.157848, Bo_m.157865, Bo_m.157877, Bo_m.157885, Bo_m.157897
OG0000209	Znev_08269, Znev_09624, Znev_14685, Znev_15294, Znev_16011	Bo_m.298969, Bo_m.298973, Bo_m.336021
OG0000210	Znev_11009, Znev_11011	Bo_m.126062, Bo_m.185132, Bo_m.185135, Bo_m.233072, Bo_m.264864, Bo_m.264874
OG0000211	Znev_05821, Znev_06917, Znev_08217, Znev_15415	Bo_m.136033, Bo_m.306123, Bo_m.49401, Bo_m.49410
OG0000212	Znev_14418, Znev_14459, Znev_15909	Bo_m.169077, Bo_m.169079, Bo_m.169081, Bo_m.256872, Bo_m.256874
OG0000213	Znev_11560	Bo_m.222549, Bo_m.222558, Bo_m.222565, Bo_m.222571, Bo_m.222578, Bo_m.222588, Bo_m.222589
OG0000214	Znev_06173	Bo_m.241928, Bo_m.241937, Bo_m.241945, Bo_m.241953, Bo_m.241962, Bo_m.241971, Bo_m.241982
OG0000215	Znev_01602, Znev_06545, Znev_18788, Znev_18789	Bo_m.264075, Bo_m.316092, Bo_m.38286, Bo_m.50407
